,geometry,section,year,floor,hall name
563,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1972,"1, 11","['Hall of Minerals and Gems', 'Minerals and Gems']"
564,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1973,"1, 11",['Hall of Minerals and Gems']
565,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1974,1,['Harry F. Guggenheim Hall of Minerals and Gems']
566,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1974,3,['Peoples of the Pacific']
567,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1974,"1, 11","['Hall of Minerals and Gems', 'Minerals and Gems']"
568,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1975,1,['Harry Frank Guggenheim Hall of Minerals ']
569,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1975,"1, 11",['Morgan Memorial Hall of Gems']
570,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1976,3,['Hall of the Peoples of the Pacific']
571,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1977,3,['Hall of the Peoples of the Pacific']
572,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1978,1,['Guggenheim Hall of Minerals']
573,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1978,3,"['Margaret Mead Hall of Pacific Peoples', 'Margaret Mead Hall of Peoples of the Pacific', 'Peoples of the Pacific']"
574,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1978,"1, 11",['Morgan Hall of Gems']
575,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1979,1,['Guggenheim Hall of Minerals']
576,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1979,2,"['Hall of South American Peoples', 'South American Hall']"
577,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1979,3,"['Hall of Pacific Peoples', 'Margaret Mead Hall of Pacific Peoples']"
578,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1980,1,['Harry Frank Guggenheim Hall of Minerals']
579,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1980,2,"['Hall of Peoples of South America', 'Hall of South American Peoples']"
580,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1980,3,"['Hall of Pacific Peoples', 'Margaret Mead Hall of Pacific Peoples']"
581,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1980,"1, 11",['Morgan Memorial Hall of Gems']
582,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1981,2,"['Hall of Peoples of South America', 'Hall of South American Peoples', 'Hall of South American Peoples']"
583,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1981,3,['Margaret Mead Hall of Pacific Peoples']
584,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1982,2,['Hall of South American Peoples']
585,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1982,3,"['Margaret Mead Hall of Pacific Peoples', 'Margaret Mead Hall of the Peoples of the Pacific']"
586,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1982,"1, 11",['Morgan Hall of Gems']
587,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1983,1,['Harry Frank Guggenheim Hall of Minerals']
588,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1983,2,"['Hall of Peoples of South America', 'Hall of South American Peoples']"
589,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1983,3,['Margaret Mead Hall of Pacific Peoples']
590,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1983,"1, 11","['J.P. Morgan Hall of Gems', 'Morgan Memorial Hall Of Gems']"
591,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1984,1,"['Guggenheim Hall of Minerals', 'Guggenheim Hall of Minerals', 'Hall of Minerals', 'Harry Frank Guggenheim Hall of Minerals']"
592,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1984,2,"['Hall of South American Peoples', 'Hall of South American Peoples', 'South American Hall', 'South American Hall']"
593,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1984,3,"['Margaret Mead Hall of Pacific Peoples', 'Margaret Mead Hall of Pacific Peoples ']"
594,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1984,"1, 11","['Hall of Gems', 'Morgan Hall of Gems', 'Morgan Hall of Gems']"
595,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1985,1,"['Guggenheim Hall of Minerals', 'Hall of Minerals']"
596,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1985,2,['Hall of South American Peoples']
597,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1985,3,['Margaret Mead Hall of Pacific Peoples']
598,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1985,"1, 11","['Hall of Gems', 'Morgan Hall of Gems']"
599,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1986,2,['Hall of South American Peoples']
600,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1987,1,['Guggenheim Hall of Minerals']
601,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1987,2,['Hall of South American Peoples']
602,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1987,3,['Hall of Pacific Peoples']
603,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1988,1,"['Guggenheim Hall of Minerals', 'Harry Frank Guggenheim Hall of Minerals']"
604,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1988,2,['Hall of South American Peoples']
605,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1988,"1, 11",['Morgan Memorial Hall of Gems ']
606,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1989,1,['Hall of Minerals']
607,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1989,3,['Hall of Pacific Peoples']
608,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1990,1,"['Frank Guggenheim Hall of Minerals', 'Guggenheim Hall of Minerals', 'Harry Frank Guggenheim Hall of Minerals']"
609,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1990,2,['Hall of South American Peoples']
610,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1990,3,['Margaret Mead Hall of Pacific Peoples']
611,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1990,"1, 11",['Morgan Memorial Hall of Gems']
612,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1991,2,"['Hall of South American Peoples', 'Hall of South American Peoples']"
613,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1991,3,['Margaret Mead Hall of Pacific Peoples']
614,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1992,3,['Hall of Pacific Peoples']
615,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1993,1,"['Guggenheim Hall of Minerals', 'Harry Frank Guggenheim Hall of Minerals']"
616,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1993,2,"['Hall of South American Peoples', 'South American Peoples']"
617,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1993,3,"['Margaret Mead Hall of Pacific Peoples', 'Pacific Peoples']"
618,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1993,"1, 11","['Minerals and Gems', 'John Pierpont Morgan Hall of Gems']"
619,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,1997,"1, 11",['Hall of Minerals and Gems']
620,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,2001,1,['Harry Frank Guggenheim Hall of Minerals']
621,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,2001,2,"['Hall of South American Peoples', 'South American Peoples']"
622,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,2001,3,['Margaret Mead Hall of Pacific Peoples']
623,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,2001,"1, 11",['Morgan Memorial Hall of Gems']
624,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,2006,1,['Harry Frank Guggenheim Hall of Minerals']
625,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,2007,"1, 11",['Morgan Memorial Hall of Gems']
626,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,2010,"1, 11",['Morgan Memorial Hall of Gems']
627,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,2012,1,['Guggenheim Hall of Minerals']
628,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,2012,2,['South American Peoples']
629,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,2012,3,['Margaret Mead Hall of Pacific Peoples']
630,"POLYGON ((-73.97548417633533 40.78115348173066, -73.9752307819456 40.78152288800967, -73.9750292876116 40.78144351145385, -73.97528573494579 40.78107105223039, -73.97548417633533 40.78115348173066))",8,2012,"1, 11",['Morgan Memorial Hall of Gems']
631,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1904,1,"['Siberian Collections (Jesup North Pacific Expedition)', 'Siberian Hall']"
632,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1904,2,['Archaeology of Central and Eastern North America']
633,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1905,1,['Siberian Hall']
634,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1906,1,['Siberian Hall']
635,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1907,1,['Siberian Hall']
636,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1908,2,"['Hall of North American Archaeology', 'Hall of North American Ethnology']"
637,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1910,4,['South Sea Islands']
638,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1911,1,"['Indians of the Plains', 'Plains Indians Hall']"
639,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1911,2,"['North American Archaeological Hall', 'Prehistoric Man of North America']"
640,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1911,3,"['Chinese and Siberian Collections', 'Living Tribes of Asia']"
641,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1911,4,"['Collections from the South Sea Islands', 'Hall of the Pacific Islands', 'South Sea Islands Hall']"
642,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1912,1,['Plains Indians Hall']
643,"POLYGON ((-73.97563071766916 40.78094588150775, -73.97563682355806 40.78094282856329, -73.97565514122479 40.78091840500765, -73.97567651183597 40.78090619322984, -73.97570093539161 40.78090619322984, -73.97571925305834 40.78090619322984, -73.97573451778061 40.7809153520632, -73.97574672955844 40.78092451089657, -73.9757619942807 40.78093977561884, -73.97576504722515 40.78096114623002, -73.97574978250289 40.78097946389675, -73.97571925305834 40.78099778156348, -73.97570093539161 40.78100388745239, -73.97565819416924 40.78099167567457, -73.97555134111333 40.78113821700839, -73.97548722927979 40.78115653467512, -73.9752918408347 40.78107105223039, -73.97527352316797 40.78103746984139, -73.97537427033497 40.78089092850757, -73.97543838216852 40.7808756637853, -73.97563071766916 40.78094588150775))",6,1912,2,['Archaeological Hall']
