,geometry,section,year,floor,hall name
1606,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1955,1,['Hall of North American Forests']
1607,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1955,4,['Giant Sloth Hall']
1608,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1956,1,"['Hall of  Forests', 'Hall of North American Forests', 'Hall of North American Forests', 'North American Forests']"
1609,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1956,2,['North Asiatic Mammals']
1610,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1956,3,"['Insect and Spider Hall', 'Insect Hall']"
1611,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1956,4,"['Giant Sloth Hall', 'Giant Sloth Hall']"
1612,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1957,1,['Hall of North American Forests']
1613,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1957,4,['Hall of the Giant Sloth']
1614,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1958,1,"['Hall of  Forests', 'Hall of North American Forests', 'Hall of North American Forests', 'North American Forests']"
1615,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1958,2,['North Asiatic Mammals']
1616,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1958,3,"['Insect and Spider Hall', 'Insect Hall']"
1617,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1958,4,"['Giant Sloth Hall', 'Giant Sloth Hall', 'Hall of the Giant Sloth']"
1618,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1961,2,['North Asiatic Mammal Alcove']
1619,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1961,4,['Hall of Early Mammals']
1620,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1962,1,"['Hall of North American Forests', 'Hall of North American Forests', 'North American Forests']"
1621,"POLYGON ((-73.97374857741289 40.7804345133116, -73.97371346855167 40.78043603978384, -73.97351197421766 40.78036124264469, -73.97349670949539 40.78032460731124, -73.97360814196799 40.78017043361628, -73.97360661549575 40.78016280125514, -73.97356845369006 40.78014448358842, -73.97355776838448 40.78013532475505, -73.97355471544003 40.78011242767165, -73.97356234780116 40.78009258353269, -73.97357761252343 40.78007731881041, -73.97359898313462 40.78006968644928, -73.97363256552362 40.78007273939374, -73.97366462144039 40.78009258353269, -73.97367683321821 40.78011090119941, -73.97367835969044 40.78012158650501, -73.97366767438484 40.78014295711619, -73.97366156849594 40.78015211594956, -73.97366614791262 40.78015974831069, -73.97373331269061 40.78018722481078, -73.97377910685744 40.78020859542197, -73.97383405985762 40.78022691308869, -73.97386000988548 40.78027423372774, -73.97374857741289 40.7804345133116))",5,1962,2,['Corner Gallery']
